A	Coef.B - A	Coef.C - A	Coef.C - B	t.B - A	t.C - A	t.C - B	p.value.B - A	p.value.C - A	p.value.C - B	F	F.p.value	Res.B - A	Res.C - A	Res.C - B	Genes.gene	Genes.reflen
3.49373879126789	0.791924518793132	1.51015951760959	0.718234998816457	1.55337276634049	3.08183307489297	1.49243806782115	0.149656794796771	0.0108694649086435	0.164732041718461	4.71253363501728	0.0343335935746567	0	0	0	yaaY.t01	219
6.11085610994585	-0.25156735796343	0.83719236606728	1.08875972403071	-0.587969181366195	2.31884764148332	2.71436154326497	0.5688656287663	0.041482826694632	0.0207432471556063	4.359391461775	0.0415312122581339	0	0	0	ribF.t01	942
8.58897089251131	-0.233947617125782	0.0758465416220275	0.30979415874781	-1.45943908900196	0.48159475766603	1.90656367613967	0.173430641491933	0.639880821950578	0.0840245910962307	1.99882831735824	0.183401874067896	0	0	0	ileS.t01	2817
5.33873587352484	-0.456556543567033	0.534754638894619	0.991311182461652	-1.38019568857817	1.76537212775904	3.06043755682218	0.195934227885351	0.10624209837451	0.0112851916694727	4.79511373569476	0.0328708966357328	0	0	0	lspA.t01	495
5.7294762800038	-0.265841118155467	0.120255911037268	0.386097029192735	-0.809291466540983	0.389205085085492	1.1530484518278	0.436134240617115	0.704828077674187	0.27422505816915	0.711755166136611	0.51280535158831	0	0	0	fkpB.t01	450
6.49925593286822	-0.44155782855329	0.239128049694846	0.680685878248136	-1.35325069033953	0.85919486552936	2.04534012611419	0.204125882523713	0.409240122439778	0.0664517686103864	2.24787046815492	0.153522654086514	0	0	0	ispH.t01	951
6.56525339076035	-0.401697882905417	0.513394357558655	0.915092240464071	-1.42516198561422	2.21567400077299	3.2966293865016	0.182879483173267	0.049607920422234	0.00746676368114981	5.92285684902852	0.0187513989738287	0	0	0	rihC.t01	915
6.18001045753146	0.244144135886815	0.695177785993998	0.451033650107183	0.771195297259182	2.41369578628604	1.49734355936819	0.457435180455112	0.0351607132718418	0.163471567942202	2.88522791954058	0.0999008890749531	0	0	0	dapB.t01	822
7.8094892696692	-0.839412760018151	-0.85973710801362	-0.0203243479954693	-4.07525342953768	-4.31589731055332	-0.0892026593241126	0.00197855359270555	0.00133099310189642	0.930583625354857	11.7449908033627	0.00204656871876034	-1	-1	0	carA.t01	1149
9.02642667328946	-0.977390648497662	-0.797094080169426	0.180296568328236	-5.44946567891831	-4.45433681704591	0.989962428252168	0.00022890407191975	0.0010632299698152	0.344248661127775	16.8392697924683	0.000511746898361658	-1	-1	0	carB.t01	3222
3.82787177510626	-0.627815578079186	0.622576545944181	1.25039212402337	-1.12126530065242	1.19605515855827	2.25731840504411	0.286930153891215	0.257740237086851	0.046159039629905	2.5940233721146	0.121047371108938	0	0	0	caiF.t01	396
4.50027649522267	0.0578596546519039	1.25419779877796	1.19633814412605	0.0976378867264132	2.26505913992842	2.11315537585129	0.92404123758977	0.045543918663413	0.0591809216069629	3.20149003721289	0.0817153634953042	0	0	0	caiE.t01	591
5.04614937937977	-0.234609992415031	1.26815456802679	1.50276456044182	-0.457115361093326	2.74744723376089	3.12871508604932	0.656812275511899	0.0195697115987706	0.0100120059161583	5.84812041015216	0.0194273845847706	0	0	0	caiD.t01	786
6.25770458440512	-0.355606265077016	1.06681835822129	1.42242462329831	-0.679433973307937	2.53709138412392	2.96058349330111	0.511424409360954	0.0283276266652759	0.0134488186985058	5.21389414122766	0.0265000562091227	0	0	0	caiC.t01	1554
6.50605765905707	0.0228450006950247	1.01425990234201	0.991414901646988	0.059602257605215	3.17642850825739	2.81279469229193	0.95358104865321	0.00920979875979379	0.0174430312350613	5.99141758289153	0.0181557322768521	0	0	0	caiB.t01	1218
5.65671697015298	-0.249225758176812	0.948751374383665	1.19797713256048	-0.478926958940006	2.08108382379949	2.45936424261986	0.641715860470681	0.0625202802083258	0.0324618040684132	3.53512560540352	0.0666338073089829	0	0	0	caiA.t01	1143
5.915079152056	-0.404961653355384	1.34887798282423	1.75383963617961	-0.646967602161361	2.65850518822021	3.13083927661315	0.531410622025296	0.0228854912411548	0.0099748237030988	5.75940195621556	0.0202678129210384	0	0	0	caiT.t01	1515
5.05032638833037	-0.200645495978265	1.34502477779631	1.54567027377457	-0.384410534103927	2.87996995234959	3.18563084827094	0.708272812681808	0.0154977831272072	0.00906276767072015	6.19605837270579	0.0165069828155888	0	0	0	fixA.t01	771
5.31971347908783	-0.0945799146383637	1.54954599748209	1.64412591212045	-0.176029208956735	3.32530429893895	3.39730811659705	0.863588213459674	0.00710324488643738	0.00626822866437865	7.54224343601079	0.0091782082481267	0	1	0	fixB.t01	942
5.6873356645793	-0.255455297256757	1.30797249386375	1.56342779112051	-0.402335412066725	2.43769086788355	2.72770949716472	0.695430019550168	0.0337164088398788	0.0202615896037711	4.51346821072998	0.0381897147521545	0	0	0	fixC.t01	1287
3.25611902953785	-0.186685481492193	1.16476056223548	1.35144604372767	-0.304637543071409	2.05641454034597	2.28998652800933	0.766538756420173	0.0652094022410286	0.043616287073922	3.18799988504579	0.0824060816056415	0	0	0	fixX.t01	288
5.78666370791447	-0.268255377560829	1.29013650119944	1.55839187876026	-0.430662185045633	2.47842607928329	2.78080207880051	0.675338605602927	0.0313962318625082	0.0184536727660142	4.6851467225873	0.0348356784803706	0	0	0	yaaU.t01	1332
4.93978698316774	0.601033309457559	1.29007583540706	0.689042525949497	1.39918028337183	3.16511907532383	1.70033302741371	0.190329786627383	0.00939382806229764	0.118175111660369	4.95512730834076	0.0302420119335597	0	0	0	kefF.t01	531
6.46920614717315	0.128766277049306	1.12548996769793	0.996723690648622	0.250951193234407	2.60978953547895	2.16272806874443	0.806648999837258	0.0249322460710306	0.0543505892669858	3.84618362458626	0.0554683703795336	0	0	0	kefC.t01	1863
6.24896631166946	-0.689687990261045	-0.189079316054107	0.500608674206938	-2.66724405130182	-0.821943454336148	1.80500014203322	0.0225363745712075	0.42920708930404	0.0995180103346234	3.68242200283833	0.0610427879156381	0	0	0	folA.t01	480
5.96298815938459	-0.0935335366699857	0.636129212946122	0.729662749616108	-0.242534085061818	1.85055352305818	1.96841225214308	0.812994261786417	0.0922701135100188	0.0757158338438086	2.45094553457027	0.133370328453174	0	0	0	apaH.t01	843
6.79242373160063	0.279869958105555	-0.170721518533023	-0.450591476638579	1.45840602655834	-0.858052798680825	-2.16645422921066	0.173709199406429	0.409842736721697	0.0540031135091448	2.51640873709351	0.127555619854016	0	0	0	apaG.t01	378
6.99231933016448	-0.0607132555600369	0.0432590415673655	0.103972297127402	-0.280303036225957	0.214738215107639	0.462401035673239	0.784638860778156	0.834046027198135	0.653138788314302	0.112713961014668	0.894462465791493	0	0	0	rsmA.t01	822
8.65684009511849	-0.350932829095923	-0.202196452117105	0.148736376978817	-2.61479037796661	-1.51690557373491	1.08706491377523	0.024714052671114	0.158527601608037	0.301105119651211	3.43993411458427	0.0705716704509142	0	0	0	pdxA.t01	990
7.82908596918496	-0.141760864901663	0.229139007842944	0.370899872744607	-0.942881167962764	1.65243935477779	2.43434906040415	0.36673217599099	0.127718280760619	0.0339140283157063	3.17899959848187	0.0828707719436568	0	0	0	surA.t01	1287
9.04309424468852	-0.00218186872571202	-0.253264412756295	-0.251082544030583	-0.0173339447815386	-1.98640091936118	-1.96898427520566	0.986492110142084	0.0734470258133175	0.0756426908816119	2.60766271726936	0.119944846055504	0	0	0	lptD.t01	2355
5.49015267343979	-0.240915904404592	0.961145973717517	1.20206187812211	-0.520608275184791	2.33179425186102	2.756248542277	0.613338735114295	0.0405589364448316	0.0192688400489926	4.43404052435936	0.0398706593775592	0	0	0	djlA.t01	816
4.85691903130733	-0.0534008000868091	1.16650067800866	1.21990147809547	-0.115136017751289	2.71982766088673	2.76661280667465	0.910488984752594	0.0205446399303214	0.0189204537028036	5.02110264966612	0.0292313477583848	0	0	0	rluA.t01	660
7.47949020119979	-0.0371486711785494	0.888860946616368	0.926009617794917	-0.0963335172294743	2.73476746899347	2.5320682470848	0.925052538259959	0.0200114252990598	0.0285783939680635	4.62326533473657	0.0360026535045849	0	0	0	rapA.t01	2907
7.40360848137097	1.11640349949124	1.64362664733985	0.52722314784861	3.55879246880637	5.54769712536015	2.09604740913104	0.00474255563152533	0.00019821085664453	0.0609406123569209	15.943845149648	0.000636936818963478	0	1	0	polB.t01	2352
4.76103770204181	-0.239036510170243	1.28644899585604	1.52548550602629	-0.43928348293599	2.59817553677064	2.96333763678271	0.669275123804089	0.0254463590461363	0.0133838555782533	5.24100824045263	0.0261407475908154	0	0	0	araD.t01	696
6.08187966821409	-0.296367252853185	1.15396511789242	1.4503323707456	-0.537686079372482	2.56680365248873	2.90083741306348	0.601897571162453	0.0268880402869382	0.0149390257646904	5.0928734172529	0.0281771494181236	0	0	0	araA.t01	1503
6.06387832549343	-0.409626667640095	1.26571680982521	1.6753434774653	-0.627150724613469	2.41576683065786	2.86734558876551	0.543830144088446	0.0350337086642269	0.0158459670755703	4.81354765503179	0.0325545727682592	0	0	0	araB.t01	1701
6.14906047992792	-0.437543386288675	0.856297414608436	1.29384080089711	-1.30644205200682	3.12051232472065	4.11891891705823	0.219033656246404	0.0101569155546361	0.00184021081402793	9.45941747816029	0.00438992346982923	0	0	1	araC.t01	879
5.06322396558535	-0.215784186915627	1.27595132858127	1.4917355154969	-0.412889896191534	2.71596906340917	3.0521026451889	0.687914246215927	0.0206846414925873	0.0114514733857654	5.62011091086926	0.0216762225224968	0	0	0	yabI.t01	765
4.84320746138099	-0.155566493129879	1.28385142007904	1.43941791320892	-0.306987687102681	2.78002978082259	3.01368821392855	0.764798223310914	0.0184787801522155	0.0122505015100058	5.63444375996705	0.0215260445111018	0	0	0	thiQ.t01	699
6.01539269246588	-0.383491569836366	1.12765243705003	1.51114400688639	-0.666439230543877	2.39643565071265	2.88091954608967	0.519369629056442	0.0362367839914501	0.0154719059419188	4.82523553079693	0.0323558842170552	0	0	0	thiP.t01	1611
5.97083104830182	-0.752904435084818	0.647484603458317	1.40038903854313	-1.74820527796159	1.82384945191087	3.38084514262474	0.109281054149798	0.0964579450376603	0.00644981849955633	5.93352512003973	0.0186572020647626	0	0	0	thiB.t01	984
6.70695932798411	-0.306043388124672	0.676797209385764	0.982840597510436	-0.696550367050979	1.89827983966608	2.32683054856751	0.501070974933287	0.0851995941306936	0.0409107733380773	3.15961596433748	0.0838821814678443	0	0	0	sgrR.t01	1656
4.11258419630523	0.562450324379969	1.65123101960321	1.08878069522324	1.29521036721916	4.02458335262978	2.66679825543759	0.222741268637879	0.00215281671255175	0.0225540554030177	8.32844959795933	0.00669847002792975	0	1	0	sgrS.r01	227
1.71743903796656	0.248166601717443	1.72848149334963	1.48031489163218	0.461504502434968	3.48929540235556	2.94457507180002	0.653761194161222	0.00534591743215907	0.0138327625955181	7.01879429092785	0.0114433157087322	0	1	0	sgrT.t01	132
5.77800729742782	-0.388199523059302	1.12228798364	1.5104875066993	-0.721593824097281	2.47909399248463	3.05471921737661	0.486154231835151	0.0313595233626453	0.0113990070900578	5.33027063008024	0.0249980995005121	0	0	0	setA.t01	1179
5.21230717139635	0.292457860017379	1.35562787504964	1.06317001503226	0.66063710812322	3.35395572858357	2.59865966974422	0.522940633618605	0.00675810229013211	0.0254247202106528	6.14516857492208	0.0168997555716583	0	1	0	leuD.t01	606
6.01045243764667	0.0045444651273403	1.20606282809926	1.20151836297192	0.00867101316264739	2.71248094992349	2.53903102630337	0.993242628571909	0.0208120181793274	0.0282313757939877	4.59841864875147	0.036484256179817	0	0	0	leuC.t01	1401
5.4502307981639	-0.0759386156224107	1.16524230283622	1.24118091845863	-0.131457574768852	2.2708160776236	2.32223977290081	0.897874763595242	0.0450915701071439	0.0412388070850841	3.52151639152605	0.0671804809914799	0	0	0	leuB.t01	1092
6.13072311893279	-0.413736645765187	1.13906142505467	1.55279807081985	-0.8241983744727	2.83142164103177	3.40290252852528	0.427980220544458	0.0168803262046571	0.00620772271740873	6.75156945967397	0.0128539529093354	0	0	0	leuA.t01	1572
1.81799805957158	0.382779984663197	1.98209681298455	1.59931682832135	0.63720375926356	3.59409556182904	2.88347238056128	0.537509109981439	0.0044634136109163	0.0154025542180437	7.21205590133203	0.0105370284747419	0	1	0	leuL.t01	87
5.25520282436527	-0.458699186273612	1.18768608135407	1.64638526762768	-0.793689681369423	2.33885175102353	3.05894463117264	0.444777608960956	0.0400637321627713	0.0113147946995191	5.15183586125826	0.0273447686347379	0	0	0	leuO.t01	945
6.25532920905492	-0.32965363076794	1.32060416718538	1.65025779795332	-0.571355808776122	2.90451015150536	3.20978082039086	0.579669072665378	0.0148428000335906	0.0086881777747623	6.34723972049291	0.0154025511192833	0	0	0	ilvI.t01	1725
4.21691787885137	-0.513528227334778	1.14313630308772	1.6566645304225	-0.893091658376408	2.17938449783184	2.98488003721628	0.391630043482065	0.0528137046831613	0.0128865301164826	4.81809354762312	0.032477122804601	0	0	0	ilvH.t01	492
6.15362496626276	-0.292971745327737	0.89855247912978	1.19152422445752	-0.883826774192065	3.26561565792173	3.84618246965912	0.396390331867688	0.00788140851779522	0.00290499664464036	8.73595314900425	0.00572998039015802	0	0	0	cra.t01	1005
6.48162051946601	0.278761351772198	0.684304173779174	0.405542822006976	1.02742471537596	2.80601432333552	1.58082314017499	0.327091592271475	0.017652491803596	0.143268356797003	3.8050941790385	0.0568080785534243	0	0	0	mraZ.t01	459
6.92788049614681	-0.105408248250999	0.21336138417469	0.318769632425689	-0.460813820208958	1.03815380434452	1.36708198465004	0.654240879239238	0.322296861731003	0.199885922012405	1.05107597015145	0.383323825060015	0	0	0	rsmH.t01	942
6.48757198002796	-0.0763324630555893	0.228953829605103	0.305286292660692	-0.321364209272818	1.06574527083038	1.2744649287375	0.754180849271188	0.310208427713816	0.229724593599967	0.953039731187757	0.416269066593715	0	0	0	ftsL.t01	366
6.94431076168005	-0.129006267563698	0.869296126544651	0.998302394108349	-0.364396090559835	3.03157281737305	3.00318073511828	0.722725841625346	0.0118717075240565	0.0124787259053876	6.09696175646724	0.0172821067881525	0	0	0	ftsI.t01	1767
6.9405202084298	-0.22491342628826	0.342148995791834	0.567062422080093	-0.860897927835189	1.53257432609211	2.16980734562274	0.408342620746922	0.154661590159955	0.0536922388140763	2.5937726312879	0.121067752025251	0	0	0	murE.t01	1488
6.8694176129821	-0.207294594665216	0.463519143326469	0.670813737991685	-0.740542911244552	1.95557109123142	2.43002593200332	0.475052423494217	0.077375271760328	0.0341713585955885	3.41802905757131	0.0715166132585868	0	0	0	murF.t01	1359
5.52435748180308	-0.364782106781712	1.10492673404711	1.46970884082883	-0.686530734061406	2.39449941616354	2.976961938068	0.507116197029894	0.0363594810786713	0.0130671207929215	5.0212147397545	0.0292296651459709	0	0	0	mraY.t01	1083
6.2370466462778	-0.204169851205734	0.839888557684628	1.04405840889036	-0.477318597137277	2.34062916311738	2.61433065876865	0.642823382927807	0.0399399434484346	0.024734031710511	4.17576091370462	0.0459787078023968	0	0	0	murD.t01	1317
5.85209864244137	-0.178650633218044	0.977196802936393	1.15584743615444	-0.3673870291586	2.32708026289171	2.55748757708348	0.720558599713987	0.0408930026792613	0.0273314738200874	4.02825466843322	0.0499656846499286	0	0	0	ftsW.t01	1245
5.93639028846048	-0.122599966123158	0.77674927361676	0.899349239739919	-0.299726274734131	2.15935374789583	2.3202430320206	0.770180431315527	0.0546670947848588	0.0413822777511141	3.37658231310136	0.0733460284947498	0	0	0	murG.t01	1068
6.35739745177036	0.0114453531997851	0.83575199359109	0.824306640391305	0.0269768881233981	2.29736445618965	2.08354978171071	0.978979254651288	0.0430610205036595	0.0622573148974987	3.20271825681767	0.0816528190740151	0	0	0	murC.t01	1476
6.84216096216279	0.205970708651331	0.382205905920679	0.176235197269348	0.911479253730874	1.81072379063002	0.783329033777411	0.382300761324273	0.0985795594407329	0.450578903182951	1.57288021660201	0.252240841793893	0	0	0	ddlB.t01	921
6.24268496479958	0.375094813713518	0.593887380621473	0.218792566907955	1.29706667024999	2.18393393421138	0.783556717301232	0.22212496835175	0.0524012032632179	0.450450888900086	2.35411760520583	0.142559536042844	0	0	0	ftsQ.t01	831
6.5204815538042	0.151885222407678	0.768460038702046	0.616574816294368	0.421663767474637	2.43567932841917	1.81580480762135	0.68169319132609	0.0338352269932613	0.0977532584142468	3.13146179627529	0.0853774842717399	0	0	0	ftsA.t01	1263
7.97478849294427	0.0234897483117429	-0.34030606561431	-0.363795813926052	0.150540003056682	-2.10397098032928	-2.16495447628101	0.88316449113247	0.0601195285003606	0.0541427143041289	3.04457020232299	0.0901963410686226	0	0	0	ftsZ.t01	1152
8.88382686533406	-0.0632048378404111	0.0986804557569876	0.161885293597399	-0.500927814710533	0.780246825975514	1.2719134071132	0.626658631041542	0.452314187422686	0.230595691525808	0.825816303346919	0.464183249327291	0	0	0	lpxC.t01	918
8.65462754720977	-0.401178541240395	-1.12691680989469	-0.725738268654291	-1.96888604494027	-5.23014312900959	-3.3390464385606	0.075655246612381	0.000317251192928167	0.00693550499864191	14.1260411551757	0.00102333769407061	0	-1	0	secM.t01	513
8.23422060644701	-0.224253751492803	0.0271207585602973	0.2513745100531	-1.15111979117517	0.144091227354725	1.25869548167956	0.274983288542331	0.888130856114884	0.2351514649776	0.976569636519714	0.408064453002087	0	0	0	secA.t01	2706
4.91697071568209	-0.740084818192701	0.171079287221476	0.911164105414176	-1.83287176287089	0.449655213839605	2.23815103678162	0.0950239232888271	0.662013208948934	0.0477167931802721	2.85675745529812	0.101763000907391	0	0	0	mutT.t01	390
3.74990499217195	-0.181873417453185	0.31943123918843	0.501304656641615	-0.428838418839364	0.779312563397458	1.17892510000331	0.676624407887396	0.452841031844683	0.264209783409909	0.726936711654045	0.505996027882422	0	0	0	yacG.t01	198
5.86330397361	-0.472189249022806	0.198519560383819	0.670708809406625	-1.38942122969438	0.646259348134796	1.94686538693353	0.193193659817679	0.531851640742693	0.0785195127997404	2.04526598467964	0.177339275690087	0	0	0	zapD.t01	744
6.11298560863001	-0.0763073347186349	-0.101648915726416	-0.0253415810077806	-0.265018427422579	-0.362495994504668	-0.0828189625524264	0.796077106386233	0.724103984117304	0.935538446867743	0.0694751561893799	0.933304458981015	0	0	0	coaE.t01	621
7.44866681760897	-1.32571097075762	-1.38957335210781	-0.0638623813501908	-5.2061894875506	-5.62112333996997	-0.21275493243935	0.000328900795721468	0.00017814628771828	0.835553554009251	19.5776919353845	0.000275800240604173	-1	-1	0	guaC.t01	1044
5.75549525246105	-0.233930857952675	1.08650925615394	1.32044011410662	-0.487222448460365	2.64077374424052	2.9841234128319	0.636018116165543	0.0236104345327664	0.0129036772426467	5.36972147776764	0.0245120641298088	0	0	0	hofC.t01	1203
5.92841048325642	-0.147290490468477	1.1656266166875	1.31291710715597	-0.284179056959137	2.66754542726029	2.78743138691316	0.781746576923365	0.0225244294142641	0.0182395519994186	4.98577755746198	0.0297674051591481	0	0	0	hofB.t01	1386
3.95457476896147	-0.551770097323296	0.77760042224086	1.32937051956416	-0.992445222878902	1.50939593774613	2.43173590163984	0.34309153657171	0.16041001065508	0.0340693469620142	3.0583082878371	0.0894133393291942	0	0	0	ppdD.t01	441
5.79309813182625	-0.560342746980981	0.541134933002387	1.10147767998337	-1.35161608620637	1.49647807596544	2.72274919271332	0.204631888820845	0.163693348613909	0.0204392661303888	3.82481290743396	0.0561604118772004	0	0	0	nadC.t01	894
5.67296514017267	0.167102132624575	0.668334106039581	0.501231973415006	0.489788576585737	2.09587709664124	1.51761801551653	0.634260542302276	0.060958377215855	0.158350015184371	2.31104969498059	0.146887531981833	0	0	0	ampD.t01	552
5.08114217494828	-0.113280756884515	1.13740063183026	1.25068138871478	-0.201890968807703	2.21866194612093	2.35931878495444	0.843823576036597	0.0493524427788857	0.0386605613064403	3.5094520168663	0.0676695621392785	0	0	0	ampE.t01	855
6.0782743923845	0.0369644796425712	1.2686341393016	1.23166965965903	0.0778056266007534	3.18073260225435	2.9045900703689	0.939431657994181	0.00914072974144999	0.0148407131055296	6.18221485670915	0.0166127441420176	0	0	0	aroP.t01	1374
7.19175558257743	-1.62776577683042	-0.763834212871815	0.8639315639586	-5.57732783768334	-3.48911701192339	2.76086407819302	0.000189838023630735	0.0053475640189667	0.0191129084749817	16.9173576636037	0.000502284699266414	-1	-1	0	pdhR.t01	765
9.64947654784912	-1.32317225581745	-0.659837093967015	0.663335161850437	-8.37786478614012	-4.18893669431246	4.18820868882677	5.36090759892229e-06	0.00163910822218928	0.00164107640751315	35.0923002841515	2.11280884854386e-05	-1	-1	1	aceE.t01	2664
7.95764915618745	-1.04893709467528	-0.0615128472281281	0.987424247447156	-5.92255019430292	-0.425990988948668	5.4702959128231	0.000115859546785466	0.678634081950098	0.000221995999259373	21.7273255267913	0.000177749347872964	-1	0	1	aceF.t01	1893
9.89700831967487	0.435299664470643	0.327070403486687	-0.108229260983956	1.75405912936655	1.31940610415081	-0.436284994631942	0.108236040715859	0.214817473562621	0.671381228601074	1.6692998685836	0.234286483882112	0	0	0	lpd.t01	1425
6.24515455206218	-0.0225309911630429	1.20865606296416	1.2311870541272	-0.0429482694800764	2.76960396403067	2.608312468925	0.96654095885388	0.0188210830368167	0.0249970562841082	4.82064665994313	0.032433720585922	0	0	0	yacH.t01	1854
10.0224714659743	1.15295253287424	0.711180886015391	-0.441771646858848	6.18757408460096	3.81323840700214	-2.37457916457656	8.01937551575254e-05	0.00307151548323609	0.0376455280850416	19.4884954633802	0.000281101538796001	1	1	0	acnB.t01	2598
6.21866485390069	-0.334036553795646	0.225575287285094	0.55961184108074	-1.35805115151174	1.03989104149071	2.25201093312057	0.202645883701299	0.321525472965321	0.0465854150484337	2.66337696899533	0.115563402715001	0	0	0	yacL.t01	363
7.28477847274608	-1.27095738673646	-0.646859729990311	0.624097656746148	-6.8492137831988	-4.32540943827436	3.10760738952343	3.33313312250985e-05	0.00131050166770472	0.010389219695857	25.0548370930443	9.60555033067011e-05	-1	-1	0	speD.t01	795
8.20154542866819	-1.15360209001432	-1.09602354108929	0.0575785489250276	-7.53107603723881	-7.41718584369678	0.349640282148449	1.42783765126487e-05	1.63875936867904e-05	0.733454989371601	37.27849147025	1.59778260713567e-05	-1	-1	0	speE.t01	867
