gene	BB9	BB10	BB17	BB19	BB20	BB21	BB11	BB12	BB18	reflen
emtA.t01	469.434	466.805	560.776	341.115	304.401	253.496	354.172	149.571	169.531	612
endA.t01	552.375	517.208	475.171	361.261	238.971	337.622	496.462	818.88	645.084	708
eno.t01	6740.42	6116.35	6186.7	5966.68	5728.41	4531.29	2858.45	2122.48	2592.51	1299
entA.t01	488.057	539.122	729.761	574.143	520.401	598.558	660.776	510.412	695.054	747
entB.t01	751.955	619.113	853.236	391.172	379.821	511.255	495.027	698.373	557.2	858
entC.t01	1043.87	892.916	1204.88	752.354	538.465	814.054	817.022	951.619	831.039	1176
entD.t01	435.395	450.927	462.575	284.647	369.044	420.72	374.544	654.534	324.611	621
entE.t01	1879.46	1629.14	2608.61	861.078	728.807	838.198	1430.62	1416.75	1384.84	1611
entF.t01	2907.36	3013.03	3435.51	1868.76	1815.59	2286.77	2520.21	3292.32	2501.41	3882
entH.t01	305.986	252.181	288.384	230.795	228.922	172.878	210.962	245.882	268.471	414
entS.t01	802.259	808.169	727.519	679.135	609.292	872.344	683.679	865.048	1008.49	1251
envC.t01	2000.83	1883.36	1646.51	1451.02	1376.55	1331.68	1590.47	2406.75	2080.89	1260
envY.t01	609.646	587.147	678.523	482.731	438.609	604.582	537.982	818.998	541.176	762
envZ.t01	1936.21	1764.91	2162.58	1887.91	1804.29	1495.59	2077.23	2616.44	2477.67	1353
epd.t01	2326.07	2267.97	2528.02	1897.77	1941.38	1610.56	1631.92	1805.41	1418.83	1020
epmA.t01	1020.32	1054.63	1078.87	937.063	955.625	1152.6	1396.07	1719.64	1273.74	978
epmB.t01	1115.04	1032.31	1057.62	1025.35	1030.89	1200.78	1222.58	1928.1	1311.63	1029
epmC.t01	385.359	413.488	540.149	426.852	483.602	317.095	350.197	312.96	338.356	549
eptA.t01	1477.51	1450.87	1230.13	977.93	1058.59	1309.03	1222.77	2795.13	1356.72	1644
eptB.t01	2458.27	2257.38	1902.52	1440.39	1288.86	1834.55	2746.67	4087.8	2752.43	1692
eptC.t01	2275.96	2018.24	2813.66	2173.08	2137.76	1506.35	1954.1	1834.57	1580.74	1734
era.t01	652.776	637.71	757.032	744.094	662.559	515.532	461.487	360.894	400.174	906
erpA.t01	313.683	333.549	429.108	359.825	374.756	412.444	352.628	307.258	218.757	345
esrE.r01	96.9986	83.6804	139.222	156.108	131.853	65.3439	151.076	123.398	168.181	252
essD.t01	146.699	109.042	162.785	121.881	182.78	190.856	95.4927	149.857	178.701	216
essQ.t01	74.5433	101.086	126.933	100.464	50.5051	59.9143	70.759	148.893	36.2089	216
etk.t01	1139.6	1100.61	1368.21	835.934	961.463	887.813	1024.82	1035.03	846.038	2181
etp.t01	232.561	216.889	281.058	172.453	135.897	162.515	156.296	171.069	114.954	447
eutA.t01	663.123	627.135	624.812	637.711	505.093	647.348	528.804	830.413	684.136	1404
eutB.t01	1729.67	1639.29	2080.78	1834.34	1833.93	1522.27	1736.84	1428.89	1680	1362
eutC.t01	523.218	454.241	542.731	605.848	451.982	408.793	425.63	576.777	445.412	888
eutD.t01	451.025	440.968	460.585	412.063	377.14	485.794	452.581	638.247	489.529	1017
eutE.t01	688.446	592.609	722.284	539.78	579.101	550.061	597.777	789.697	752.204	1404
eutG.t01	518.415	460.034	560.413	518.165	455.161	542.596	537.086	763.834	605.64	1188
eutH.t01	665.627	622.396	684.375	575.356	578.016	635.43	593.711	853.81	564.418	1227
eutJ.t01	373.363	333.906	249.869	301.652	372.087	347.623	412.807	538.038	376.94	837
eutK.t01	236.418	143.394	250.709	221.022	141.842	170.483	236.324	232.813	205.479	501
eutL.t01	359.683	295.693	269.79	254.941	239.565	287.573	365.317	407.302	261.754	660
eutM.t01	145.842	128.36	109.959	92.1746	119.215	119.366	207.39	174.023	149.53	294
eutN.t01	159.495	142.251	190.07	125.169	94.5253	144.633	154.386	189.91	216.565	288
eutP.t01	262.687	271.699	291.503	203.2	210.715	130.344	270.508	300.469	242.488	480
eutQ.t01	368.629	353.661	316.629	344.959	310.906	276.718	344.233	418.897	369.131	702
eutR.t01	678.434	663.427	751.706	623.513	665.52	701.657	675.84	774.647	728.804	1053
eutS.t01	172.214	211.22	203.284	131.649	131.445	175.418	209.269	148.639	180.039	336
eutT.t01	361.966	380.878	417.379	302.516	323.964	340.025	401.173	416.499	369.358	804
evgA.t01	2587.53	2633.42	2311.41	3587.77	3560.12	2614.05	2055.9	1158.12	1793.09	615
evgS.t01	5031.64	5405.41	5997.81	6841.72	6977.46	5740.26	5601.03	3762.24	4698.9	3594
exbB.t01	2751.33	2573.88	3299.65	1202.49	1342.85	889.144	2263.84	2123.75	3070.97	735
exbD.t01	475.863	403.799	529.718	261.267	216.133	287.12	438.12	557.395	553.949	426
exoX.p01	0	0	0	0	0	0	0	0	0	663
exoX.t01	447.483	485.237	658.951	507.713	372.694	424.012	532.755	371.009	469.743	663
exuR.t01	1936.28	1816.78	2030.13	2284.8	2326.21	2176.75	1658.18	1554.05	1694.96	777
exuT.t01	1160.98	1188.75	1127.27	1219.83	1086.61	1181.14	1717	1802.83	1428.17	1419
eyeA.r01	18.1168	26.6819	45.4033	32.2582	38.1274	19.5125	39.5021	37.6948	27.049	75
fabA.t01	606.654	685.573	903.621	471.113	357.872	335.008	412.889	351.093	360.767	519
fabB.t01	3539.02	3170.67	3895.83	2802.23	2575.93	1923.55	2292.85	1054.38	1947.87	1221
fabD.t01	7026.86	6939.99	6608.13	3196.35	3521.86	2522.94	2147.61	1131.62	2458.69	930
fabF.t01	17561	19377.6	19201.6	9679.37	11134.5	10561.5	7850.53	5801.21	8848.03	1242
fabG.t01	12420.4	12634.1	10555.6	6143.03	7426.07	5939.92	4822.69	3098.16	5968.21	735
fabH.t01	6026.53	5487.89	5235.55	3118.66	3178.05	2312.93	2004.95	1015.12	1772.59	954
fabI.t01	3627.29	3992.36	4076.47	2733.34	2529.68	2050.18	1756.19	901.559	1522.11	789
fabR.t01	1827.76	1711.96	1994.68	1570.32	1481.51	957.388	1961.45	933.664	1467.36	648
fabZ.t01	594.533	613.621	693.85	620.721	483.492	439.066	543.132	363.515	500.392	456
fadA.t01	473.664	356.08	591.264	853.949	756.205	561.952	996.662	929.043	852.205	1164
fadB.t01	1072.38	717.293	1286.88	2559.45	2475.07	1763.92	5769.69	2658.64	3503.21	2190
fadD.t01	833.427	848.313	888.809	832.034	785.73	809.329	1192.17	864.601	802.656	1686
fadE.t01	1074.76	817.931	1313.43	2517.4	2514.71	1665.48	2413.22	1494.74	2123.14	2445
fadH.t01	1477.35	1538.49	1470.06	1395.37	1349.31	1492.75	2763	3005.62	2157.02	2019
fadI.t01	700.286	679.141	785.83	1091.29	1131.2	1055.74	1529.2	982.231	949.438	1311
fadJ.t01	1283.85	1151.13	1293	1499.2	1398.54	1300.11	1528.37	1538.59	1317.87	2145
fadK.t01	678.893	574.261	669.716	719.77	687.066	552.816	620.491	648.009	684.421	1647
fadL.t01	1663.71	1676.76	2067.61	1797.33	1688.33	1372.74	2654.17	1418.43	1197.27	1341
fadM.t01	274.013	260.806	191.11	247.402	238.188	355.784	327.842	334.057	251.247	399
fadR.t01	2047.31	2230.28	2702.62	1202.27	1394.01	974.506	1341.33	643.913	822.744	720
fau.t01	520.425	568.78	614.792	450.596	438.007	482.977	525.059	758.383	714.189	549
fbaA.t01	51612.2	46682.7	37512	28726.7	34469.2	27105.6	20782.8	11482.2	21492.6	1080
fbaB.t01	899.037	950.575	1208.15	8633.98	8417.06	10214.7	9348.54	7654.51	6883.66	1053
fbp.t01	5479.91	5281.68	5409.31	5621.98	5720.48	5322.9	3798.6	3254.14	4662.04	999
fdhD.t01	525.118	404.534	444.573	583.38	596.669	514.93	675.042	924.339	584.924	834
fdhE.t01	641.235	558.33	743.834	517.739	527.068	515.392	771.031	1006.74	875.846	930
fdhF.t01	1633.75	1389.7	1154.22	1205.02	1204.24	1464.77	1464.08	2822.43	1853.75	2148
fdnG.t01	1585.08	1439.03	1598.09	1100.11	1170	1379.01	1461.91	1859.16	1833.3	3048
fdnH.t01	355.835	371.342	447.729	335.23	333.753	447.721	332.966	442.955	553.582	885
fdnI.t01	300.459	342.159	361.464	237.866	268.153	249.478	352.553	417.115	403.579	654
fdoG.t01	15170.2	13439	15640.3	10806.6	11339.6	7632.84	4927.94	4528.54	6439.38	3051
fdoH.t01	654.308	634.156	828.694	599.382	593.359	527.23	771.881	824.282	617.508	903
fdoI.t01	654.87	419.438	669.536	509.528	542.61	439.599	561.029	642.557	614.94	636
fdrA.t01	985.958	1074.87	924.074	814.66	759.444	999.776	935.995	1431.49	798.29	1668
fdx.t01	302.504	319.864	387.704	218.676	345.865	232.087	211.786	171.992	157.85	336
feaB.t01	729.356	727.474	812.784	695.001	695.922	772.801	636.819	829.658	806.835	1500
feaR.t01	525.089	512.504	573.391	586.052	687.213	626.826	866.517	700.293	581.657	906
fecA.t01	16045.8	14954.6	17927.2	5758.4	4918.12	4539.05	6473.4	5276.05	7465.78	2325
fecB.t01	4261.79	3785.15	4659.56	1447.88	1637.39	1089.78	1653.45	1491.85	1940.56	903
fecC.t01	3637.86	3642.43	4215.48	1567.52	1395.87	1073.23	1572.07	1505.21	1773.36	999
fecD.t01	1069.59	1035.62	1295.89	710.925	790.77	828.668	709.335	899.848	902.208	957
fecE.t01	2759.02	3060.76	3259.42	1204.58	1122.87	889.851	1118.63	1156.24	1534.12	768
fecI.t01	584.619	471.053	583.847	368.748	381.556	463.695	556.358	825.72	608.224	522
fecR.t01	1039.67	1016.33	1330.25	648.641	727.221	668.143	1134.02	1295.78	1650.34	954
feoA.t01	294.79	280.424	293.596	160.272	150.775	182.942	226.197	367.871	186.209	228
feoB.t01	2641.07	2307.02	2573.33	1516.51	1548.77	1626.48	2306.42	3807.38	2606.84	2322
feoC.t01	511.451	548.634	614.61	328.537	406.801	346.8	684.752	458.711	413.631	237
fepA.t01	2084.14	1835.23	2591.94	1038.86	1208.94	1505.65	1750.37	1930.29	1564.5	2241
fepB.t01	876.286	927.259	1045.56	503.278	438.488	620.241	655.038	709.501	734.663	957
fepC.t01	555.255	550.248	544.77	390.653	409.467	419.139	510.863	674.234	572.197	816
fepD.t01	738.927	777.937	1027.4	555.837	514.905	436.35	780.697	751.419	746.021	1005
fepE.t01	768.124	768.042	693.373	535.789	489.988	764.222	692.858	1059.33	542.741	1134
fepG.t01	738.235	822.135	775.738	450.131	535.369	510.974	629.968	832.09	726.991	993
fes.t01	929.801	826.957	1098.73	612.232	580.918	667.684	849.485	1024.77	948.025	1203
fetA.t01	926.738	989.677	920.86	748.973	821.166	821.16	675.903	829.384	735.718	678
fetB.t01	578.391	624.768	540.891	389.039	468.764	618.623	544.3	840.122	474.214	780
ffh.t01	1405.65	1338.89	1946.61	1218.2	1171.56	1028.85	1090.69	759.664	1103.34	1362
ffs.r01	115.761	114.719	124.081	155.482	84.8975	86.1924	264.154	161.25	154.009	114
fhlA.t01	1338.53	1377	1287.5	1846.1	2129.94	2174.38	1658.3	2111.66	1665.95	2079
fhuA.t01	8589.85	9121.75	12519	1725.47	1876.41	1128.03	6748.07	4305.72	6748.04	2244
fhuB.t01	900.597	720.715	1103.62	742.354	686.227	774.534	895.763	1027.65	857.191	1983
fhuC.t01	351.576	357.251	422.852	355.704	333.135	254.023	444.068	383.804	432.13	798
fhuD.t01	560.96	568.57	857.285	398.172	396.245	295.036	557.934	577.721	526.274	891
fhuE.t01	1327.02	1443.04	1790.08	1242.75	1189.53	1111.28	1340.25	927.211	1010.51	2190
fhuF.t01	2916.4	2800.64	3751.3	1046.59	980.183	822.509	2888.39	2351.32	2910.76	789
fic.t01	340.671	273.573	375.999	578.798	471.498	458.07	528.458	760.66	466.641	603
fieF.t01	839.033	639.307	849.268	1176.6	1345.61	1069.43	1123.72	1420.83	924.708	903
fimA.t01	498.212	455.633	440.391	628.984	532.762	618.339	511.806	909.528	555.736	549
fimB.t01	496.109	472.378	522.682	677.175	605.677	745.193	898.952	1143.06	673.786	603
fimC.t01	790.665	803.399	801.874	845.819	951.779	833.717	962.691	1169.03	769.858	726
fimD.t01	1963.54	1718.1	1688.81	1444.34	1407.44	2254	2552.13	4178.35	2304.35	2637
fimE.t01	481.324	431.322	466.268	388.113	332.267	422.21	645.757	887.07	486.045	597
fimF.t01	474.471	296.143	266.687	324.699	326.473	391.373	517.004	804.64	342.645	531
fimG.t01	396.815	364.561	380.794	377.302	381.054	544.587	465.59	717.162	476.899	504
fimH.t01	710.529	703.461	690.911	665.534	762.897	959.636	878.006	1405.76	713.84	903
fimI.t01	518.277	574.533	497.068	515.387	589.556	687.344	630.407	773.339	718.535	540
fis.t01	1299.76	1320.71	1418.11	901.529	865.007	601.033	1008.15	434.425	740.768	297
fiu.t01	2990.78	3066.39	4493.47	925.645	848.258	845.377	1423.83	1261.16	1322.73	2283
fixA.t01	409.967	369.599	400.939	362.295	348.665	420.314	566.613	576.106	504.707	771
fixB.t01	472.522	344.102	514.471	402.09	442.098	538.933	685.562	766.887	689.974	942
fixC.t01	673.81	628.47	599.765	519.57	571.304	706.934	758.513	1054.63	742.508	1287
fixX.t01	107.669	99.8965	143.29	142.629	79.4316	129.817	113.72	162.922	161.112	288
fklB.t01	5589.91	5426.86	5054.38	2867.43	3329.17	2695.66	2301.1	1439	2814.31	621
fkpA.t01	1529.51	1307.97	1701.74	1261.29	1441.91	1004.37	1449.04	1379.52	1302.84	813
fkpB.t01	714.019	768.793	832.487	724.163	737.14	569.583	511.61	546.125	600.286	450
flc.t01	378.375	445.071	473.833	773.526	594.252	489.231	292.44	306.012	393.489	384
fldA.t01	1195.32	1292.18	1477.82	1807.02	1638.49	1445.76	702.359	502.079	812.717	531
fldB.t01	647.974	726.154	786.189	576.888	622.161	650.605	765.863	832.381	644.221	522
flgA.t01	380.545	414.845	515.306	196.262	285.989	252.601	333.268	260.755	220.132	660
flgB.t01	353.252	381.186	471.377	150.729	182.793	94.1715	158.405	195.131	122.678	417
flgC.t01	291.436	328.341	419.22	101.101	96.4479	154.112	72.7627	154.721	164.69	405
flgD.t01	443.087	435.437	612.038	218.786	205.083	280.349	225.809	256.449	198.742	696
flgE.t01	798.948	915.08	1278.81	475.097	405.884	315.197	460.905	566.556	396.313	1209
flgF.t01	318.657	302.379	347.834	343.607	248.129	237.796	266.074	215.341	291.712	756
flgG.t01	424.89	414.135	632.713	275.226	257.818	229.137	293.826	256.694	233.091	783
flgH.t01	280.358	282.395	441.913	256.05	215.294	253.278	226.708	268.754	189.487	699
flgI.t01	442.27	454.532	577.737	310.518	352.096	368.544	350.61	462.954	325.989	1098
flgJ.t01	484.559	471.357	669.689	378.298	257.144	378.088	345.798	314.508	424.036	942
flgK.t01	805.729	839.51	1042.08	654.215	577.383	531.818	707.278	664.617	522.083	1644
flgL.t01	458.703	350.225	622.946	361.079	444.522	373.082	345.981	337.025	309.967	954
flgM.t01	174.724	189.395	254.764	160.262	162.722	152.344	128.279	116.482	92.5009	294
flgN.t01	212.38	257.188	370.417	245.086	187.51	168.235	169.482	139.384	125.306	417
flhA.t01	957.469	866.319	969.492	818.334	742.259	919.454	944.14	1022.62	1113.47	2079
flhB.t01	455.724	484.006	514.631	449.87	425.379	484.279	467.603	558.999	534.899	1149
flhC.t01	489.335	420.302	577.314	413.192	382.986	320.083	452.911	473.986	371.364	579
flhD.t01	206.512	193.893	261.266	279.54	187.202	141.738	191.109	163.07	115.059	351
flhE.t01	156.844	105.452	103.304	103.796	104.6	167.017	171.622	189.244	145.067	393
fliA.t01	382.62	327.815	557.981	218.566	155.993	173.184	264.679	216.505	247.897	720
fliC.t01	1059.75	1020.74	1114.71	998.078	1230.6	1079.76	905.272	903.294	843.431	1497
fliD.t01	845.494	671.774	870.213	668.508	716.869	730.548	608.871	901.3	704.706	1407
fliE.t01	139.059	132.805	87.6006	102.779	97.5728	166.174	145.62	148.396	139.914	315
fliF.t01	732.686	581.803	873.314	611.468	586.392	562.381	647.119	827.454	805.778	1659
fliG.t01	476.396	349.922	415.032	360.827	452.196	305.686	565.363	473.086	422.19	996
fliH.t01	257.751	282	339.34	216.7	262.194	263.848	251.363	354.706	261.649	687
fliI.t01	660.949	655.436	678.679	543.714	534.045	534.439	590.46	627.201	478.992	1374
fliJ.t01	216.642	276.656	317.79	155.52	162.107	151.467	145.116	176.973	161.257	444
fliK.t01	712.026	684.021	991.444	419.74	483.265	348.61	404.153	651.644	537.607	1128
fliL.t01	363.397	332.336	517.196	144.343	185.93	201.166	168.536	294.305	162.883	465
fliM.t01	636.714	513.547	839.372	335.243	463.783	426.163	354.435	526.506	586.579	1005
fliN.t01	209.159	183.235	255.347	124.133	107.226	91.0225	167.73	200.612	145.346	414
fliO.t01	162.4	122.245	110.643	107.232	89.6524	138.864	181.286	129.005	117.018	366
fliP.t01	365.82	316.502	414.698	276.868	230.601	316.925	280.324	342.963	328.11	738
fliQ.t01	106.274	101.759	183.696	111.981	90.268	104.613	93.8039	90.3191	158.24	270
fliR.t01	365.956	311.615	287.447	290.693	236.327	290.129	329.651	421.247	240.859	786
fliS.t01	175.362	189.808	158.52	128.696	130.752	158.358	188.062	254.669	223.593	411
fliT.t01	145.229	159.414	208.418	133.677	115.149	164.834	108.846	157.944	99.9422	366
fliY.t01	515.898	405.57	565.621	933.806	876.11	781.174	659.099	613.697	673.224	801
fliZ.t01	516.743	424.428	679.368	494.018	413.829	379.538	370.373	335.557	342.362	552
flk.t01	2992.02	3829.84	4180.32	2263.05	2233.49	1739.03	1401.79	1105.8	1498.76	996
flu.t01	1583.46	12785.3	1976.41	1685.83	17725	1429.08	1531.8	4672.11	1617.85	3120
flxA.t01	154.989	144.522	247.459	223.798	299.376	299.206	176.401	187.128	140.218	333
fmt.t01	1259.39	1391.08	1658.77	1344.19	1418.97	1130.1	1188.04	846.828	1051.3	948
fnr.t01	5828.26	5754.98	5585.66	4194.24	4545.67	3605.82	2486.39	1163.82	2149.24	753
fnrS.r01	35.5981	46.2077	54.3193	21.8583	34.4626	69.4408	45.4249	69.9015	30.2914	122
focA.t01	2829.66	2911.84	2697.49	2583.58	2673.17	2073.16	1957.48	908.081	1388.72	858
focB.t01	426.825	360.843	407.927	287.038	299.191	396.973	400.345	465.3	328.595	849
folA.t01	1034.42	1293.91	1629.19	933.586	840.73	737.65	911.299	610.459	758.501	480
folB.t01	274.975	262.02	350.868	201.174	170.037	253.352	348.483	395.778	350.97	369
folC.t01	1267.39	1297.69	1468.78	1146.49	1014.89	905.05	1061.33	719.35	921.656	1269
folD.t01	1660.69	1545.66	1805.74	1253.39	1189.36	976.936	1140.28	1087.34	1225.31	867
folE.t01	1189.45	1208.57	1527.33	1330.32	1151.6	968.578	910.991	829.272	1307.89	669
folK.t01	309.977	314.093	433.418	394.057	368.278	259.778	331.739	293.002	287.264	480
folM.t01	529.57	523.936	696.741	649.474	645.547	508.803	600.236	423.363	473.148	723
folP.t01	1693.42	1975.5	2368.27	1928.01	1714.34	1370.65	1761.6	1452.95	1665.79	849
folX.t01	686.792	636.571	959.442	773.956	710.453	632.506	526.009	330.3	422.931	363
fpr.t01	650.597	691.678	727.049	1263.98	1495.9	1062.19	1433.13	1419.99	1401.35	747
frc.t01	867.577	690.588	562.757	422.993	486.343	669.753	699.681	975.402	572.551	1251
frdA.t01	4498.11	4039.73	4297.35	5756.94	5778.81	4454.97	3467.27	2965.06	3199.94	1809
frdB.t01	1063.34	911.01	1043.02	1149.53	1189.4	998.343	836.452	1116.53	759.858	735
frdC.t01	425.668	353.25	361.398	370.43	345.509	376.117	346.031	437.6	372.922	396
frdD.t01	485.849	365.573	293.25	428.537	426.226	426.683	383.724	419.645	399.434	360
fre.t01	652.218	556.597	902.723	781.881	625.93	607.597	932.937	650.537	753.527	702
frlA.t01	850.861	709.464	757.786	820.443	603.105	710.008	1212.91	1523.55	1168.37	1338
frlB.t01	687.442	515.869	662.761	672.708	589.441	562.216	798.701	1230.66	868.774	1023
frlC.t01	617.966	484.539	423.193	475.911	416.784	523.215	769.612	1083.35	671.657	831
frlD.t01	506.467	414.035	447.79	450.519	445.205	480.63	721.736	862.847	709.833	786
frlR.t01	761.507	731.237	703.011	718.834	608.338	504.745	844.574	1056.72	897.527	732
frmA.t01	2152.4	1972.76	2185.31	1361.4	1567.9	1283.43	1185.28	1256.62	1051.1	1110
frmB.t01	1439.78	1558.42	1639.57	960.885	857.577	829.627	934.997	1166.16	616.491	834
frmR.t01	559.844	429.782	502.941	343.741	376.765	253.784	235.209	296.521	206.162	276
frr.t01	915.583	792.433	859.917	1297.91	1095.72	892.828	1098.69	573.351	886.277	558
frsA.t01	852.897	768.131	1034.41	997.045	787.657	743.813	813.738	937.896	855.031	1245
fruA.t01	896.071	821.344	923.245	971.55	933.879	966.125	1049.99	1091.66	931.476	1692
fruB.t01	609.329	587.791	640.166	709.063	656.118	680.862	724.66	802.65	710.883	1131
fruK.t01	451.29	521.553	664.693	891.401	946.005	828.791	813.682	687.408	638.678	939
frvA.t01	204.546	129.697	168.375	143.308	189.545	161.397	240.323	407.026	282.805	447
frwA.t01	1160.25	881.279	1293.6	1154.61	1109.35	965.519	1517.91	2160.82	1437.01	2502
frvB.t01	634.794	480.03	595.278	532.396	578.96	639.459	961.214	1610.94	911.735	1452
frwB.t01	188.999	82.9763	144.805	172.672	154.099	112.663	165.187	315.093	150.533	321
frwC.t01	552.493	351.539	501.444	461.268	456.333	506.713	680.68	857.023	600.666	1080
frwD.t01	106.768	95.9057	126.661	116.817	78.2096	147.779	174.897	230.108	171.281	342
frvR.t01	878.99	630.912	779.751	577.161	687.154	745.084	1356.57	2116.05	984.752	1749
frvX.t01	411.586	314.974	520.008	448.748	407.82	398.618	664.529	889.244	477.898	1071
fryA.t01	1234.43	1230.43	1369.32	958.604	977.134	1154.63	1268.54	1513.38	1215.78	2496
fryB.t01	156.55	160.572	224.275	157.468	101.513	171.292	126.279	169.008	189.098	327
fryC.t01	654.671	534.429	687.824	480.811	457.099	540.993	576.326	795.026	636.298	1248
fsaA.t01	402.014	303.533	384.911	344.414	286.191	295.374	367.066	339.231	408.523	663
fsaB.t01	310.092	229.748	359.762	364.259	351.398	268.228	551.887	616.112	442.595	663
fsr.t01	895.864	910.129	775.972	747.469	614.741	922.18	815.656	964.143	737.695	1221
ftnA.t01	1177.62	1141.72	1127.71	2741.25	2918.55	2672.14	770.441	361.108	476.107	498
ftnB.t01	380.339	374.141	459.71	189.931	322.462	270.01	351.586	322.164	303.744	504
ftsA.t01	1025.22	937.804	1311.4	1378.05	1227.63	1292.19	1151.63	1102.49	994.283	1263
ftsB.t01	510.03	491.55	428.123	449.183	436.591	363.892	360.482	330.608	381.891	312
ftsE.t01	896.38	739.299	866.121	787.112	743.56	687.076	814.916	1153.58	949.11	669
ftsH.t01	3415.66	3741.21	4270.97	4692.38	4289.93	3441.8	4273.43	3321.25	3679.69	1935
ftsI.t01	1464.74	1320.8	1721.78	1558.92	1550.79	1419.27	1688.48	1627.7	1725.49	1767
ftsK.t01	4231.95	4268.66	5157.71	6236.77	6151.22	4678.95	4713.31	3100.37	4379.54	3990
ftsL.t01	1210.19	1230.4	1127.92	1150.03	1185.79	1117.2	1120.13	912.822	1063.86	366
ftsN.t01	951.86	837.816	1125.04	1178.04	1153.32	946.761	1247.68	1285.24	1118.42	960
ftsP.t01	1251.84	1315.33	1134.54	876.603	940.06	999.844	1123.8	1921.44	1396.38	1413
ftsQ.t01	764.842	825.121	1057.15	1303.35	1258.96	994.391	1017.19	694.737	661.515	831
ftsW.t01	701.816	662.438	821.081	825.548	690.052	604.804	755.874	907.906	704.913	1245
ftsX.t01	1857.12	1621.63	1900.35	1685.61	1645.92	1542.65	1731.84	2383.55	1665.74	1059
ftsY.t01	3191.68	3347.56	3664.89	3328.08	3099.05	2859.31	3160.15	2894.57	3170.81	1494
ftsZ.t01	3968.28	3827.78	3454.88	4111.68	4001.79	3313.57	2434.12	1578.25	2153.35	1152
fucA.t01	565.056	491.051	453.309	361.428	398.433	591.471	557.25	886.231	462.481	648
fucI.t01	2550.25	2602.34	2912.44	1592.6	1611.24	1795.61	1918.56	2367.57	1612.79	1776
fucK.t01	1114.48	1047.75	1042.43	790.873	967.205	1052.45	1135.65	1851.36	1051.8	1449
fucO.t01	764.622	706.634	696.009	702.669	722.126	667.153	903.9	1219.03	806.219	1149
fucP.t01	1157.1	1137.3	1038.56	823.762	947.883	1232.24	1323.99	1717.84	933.123	1317
fucR.t01	788.789	755.139	815.338	479.477	700.113	747.423	889.014	1072.68	581.426	732
fucU.t01	408.998	336.39	415.67	420.594	448.304	335.249	370.114	431.523	375.828	423
fumA.t01	2083.65	2123.86	2722.38	4421.17	3850.11	3192.15	5096.49	2334.82	3452.98	1647
fumB.t01	1329.52	1189.6	1165.05	1050.07	1086.99	1159	1254.54	2226.91	1502.32	1647
fumC.t01	818.623	755.937	890.978	2015.34	1852.2	1515.2	1473.33	851.221	1600.91	1404
fur.t01	1367.95	1384.52	1608.61	2100.22	1879.47	1783.19	1828.45	820.799	1124.25	447
fusA.t01	47694.3	40349.1	35915.4	23518.8	25551.7	20247.7	16802.7	13466	24511.4	2115
fxsA.t01	440.673	414.601	301.654	285.902	306.539	322.42	382.541	732.257	425.61	477
gabD.t01	542.653	481.517	561.479	1250.08	1498.21	1003.43	861.336	769.78	837.17	1449
gabP.t01	697.243	591.256	763.416	1333.4	1245.83	1048.54	1021.76	895.165	807.04	1401
gabT.t01	513.238	453.448	662.773	2827.33	2580.42	2392.27	1555.16	1050.39	1344.11	1281
gadA.t01	2081.68	1899.01	1377.03	4174.45	4248.91	3360.7	5247.12	5512.92	5914.57	1401
gadB.t01	300.388	281.986	410.51	1159.85	1199.08	805.596	1279.61	578.705	1324.12	1401
gadC.t01	767.972	897.721	957.283	4943.43	5359.76	3565.04	5230.76	2650.66	5700.37	1536
gadE.t01	558.223	568.482	452.717	1548.1	1491.55	1112.36	2793.38	2114.03	1567.12	528
gadW.t01	1914	1998.55	1693	6136.06	6499.44	6717.21	4744.87	4685.06	4311.21	729
gadX.t01	1393.39	1437.13	1098.65	5878.03	5870.34	5671.64	10624.7	5913.7	6008.51	825
gadY.r01	79.6658	67.0131	82.2083	133.017	160.22	143.995	82.1125	137.062	105.803	105
galE.t01	4355.11	4613.96	4520.38	2549.45	2228.14	1649.56	2302.33	1136.99	1736.1	1017
galK.t01	1942.96	1842.48	2230.14	2803.3	2661.91	2081.45	3158.29	1115.44	1915.84	1149
galM.t01	1815.36	1771.24	2004.48	2095.77	1872.33	1561.32	1228.82	594.625	1154.13	1041
galP.t01	1988.25	2049.21	2451.82	1349.09	1253.53	1292.64	1592.59	2160.34	1737.04	1395
galR.t01	1318.93	1248.74	1291.59	859.483	997.898	803.464	1013.96	1496.32	1066.11	1032
galS.t01	862.528	913.278	1223.09	680.154	557.58	579.665	1525.04	741.228	722.702	1041
galT.t01	1198.5	1108.29	1507.47	727.046	653.052	656.728	782.698	424.902	596.079	1047
galU.t01	543.851	542.299	676.241	539.459	601.331	478.581	375.102	226.984	222.899	909
gapA.t01	55926.6	53647.4	42043.3	29365	31158.8	29897.4	18950.8	10530.1	15258.2	996
garD.t01	1804.66	1645.51	1689.76	1062.28	1235.01	1326.97	1384.58	2026.12	1386.03	1572
garK.t01	1881.58	1704.59	1728.57	988.838	973.149	862.701	1074.07	1380.32	1006.14	1146
garL.t01	2194.61	1861.26	1885.01	1081.44	981.128	1061.08	556.596	957.197	663.212	771
garP.t01	2583.52	2420.45	2679.02	1240.02	1166.79	1292.47	1198.72	1945.23	1129.32	1335
garR.t01	1385.31	1059.47	1006.45	802.321	910.585	1021.98	743.914	1058.8	762.137	885
