gene	BB9	BB10	BB17	BB19	BB20	BB21	BB11	BB12	BB18	reflen
aaeA.t01	426.239	515.211	441.803	647.585	682.895	504.886	894.742	841.205	663.519	933
aaeB.t01	959.725	780.393	1032.82	914.856	972.651	908.677	1155.42	1478.97	1051.52	1968
aaeR.t01	459.646	470.289	423.005	524.766	428.753	548.826	499.945	833.127	696.835	930
aaeX.t01	140.517	127.666	147.278	157.343	109.649	129.573	137.35	153.546	105.627	204
aas.t01	1657.76	1632.66	1787.78	1387.97	1385.16	1559.67	1725.57	2619.82	1963.56	2160
aat.t01	880.355	959.773	1124.74	718.317	708.913	520.465	362.037	364.656	361.968	705
abgA.t01	563.687	520.526	501.391	382.497	607.458	482.015	554.536	588.075	552.545	1311
abgB.t01	775.717	683.594	715.728	623.355	716.784	547.211	665.559	790.768	608.801	1446
abgR.t01	602.836	485.485	666.064	529.708	616.067	627.806	382.755	552.954	481.515	909
abgT.t01	764.993	694.893	709.528	566.245	655.376	680.285	652.58	775.634	559.739	1527
abrB.t01	540.468	467.462	432.215	361.005	388.619	327.12	439.517	417.911	390.933	1047
accA.t01	1209.48	1360.69	1658.3	1082.88	1176.29	821.38	946.14	672.366	773.425	960
accB.t01	2870.12	2658.58	2930.43	1047.3	1069.81	685.451	1089.99	803.295	1042.93	471
accC.t01	11282.6	11624.6	11243.2	4225.58	4463.8	3160.51	4074.56	2424.15	3672.47	1350
accD.t01	1145.65	1203.65	1382.51	1094.49	781.426	881.454	735.654	713.395	645.061	915
aceA.t01	1037.13	839.786	1063.03	13382.1	12795.6	9696.35	7873.44	3468.9	9582.47	1305
aceB.t01	6356.99	4475.84	4384.91	78833.3	89959.7	72507.6	66113.3	44425.7	81537.3	1602
aceE.t01	18224.4	16226.8	17263.9	7727.62	8205.44	5426.17	8871.89	5458.16	11003	2664
aceF.t01	4487.24	3939.52	4899.6	2782.18	2555.66	1627.01	3313.28	1882.2	3825.22	1893
aceK.t01	1031.37	725.639	1015.45	3677.7	3793.59	3015.76	3289.17	2317.33	3098.93	1737
ackA.t01	1965.56	1850.48	2534.16	1291.32	1310.27	1058.65	1002.83	700.215	927.791	1203
acnA.t01	1722.76	1641.93	2035.65	12014.4	13278.2	9603.6	4712.65	1832.35	4448.1	2676
acnB.t01	9127.5	8587.84	10057.5	21015	20743.7	16268.4	13499.9	7123.3	16073.9	2598
acpH.t01	477.423	477.043	510.951	600.863	626.104	658.516	729.973	623.532	537.226	582
acpP.t01	58387.6	52667.3	55972.8	25902	29480	34493.9	37956	44201.2	39305.7	237
acpS.t01	131.668	133.266	108.232	104.814	95.4752	81.1587	195.101	150.609	116.345	381
acpT.t01	731.819	777.501	878.513	688.125	613.213	644.889	844.239	1006.52	780.987	588
acrA.t01	2681.21	2729.95	3144.17	2459	2566.1	2086.23	1604.89	1451.53	1405.93	1194
acrB.t01	3004.74	2905.74	3257.19	2746.4	2808.48	2708.89	2530.82	2680.53	2240.17	3150
acrD.t01	1901.27	1875.69	1883.73	1506.69	1577.02	1780.95	1636.41	2139.2	1536.37	3114
acrE.t01	463.326	291.536	441.192	336.063	366.806	386.337	458.384	737.866	384.092	1158
acrF.t01	1288.35	941.52	1314.32	1149.55	1229.71	1063.72	1581.37	2190.53	1297.98	3105
acrR.t01	2629.1	2693.97	3101.39	3123.24	3307.66	4135.9	2207.35	1687.41	2108.19	648
acrS.t01	482.974	468.301	745.451	383.908	426.62	350.15	885.297	636.633	448.298	663
acrZ.t01	2104.95	2817.78	3014.09	2417.28	2542.68	3615.99	3801.53	6656.81	4176.02	150
acs.t01	1528.8	1345.11	1535.78	11557.8	11797.7	11179.8	17031.2	9119.65	18211.5	1959
actP.t01	1132.73	898.121	1035.56	1916.01	2026.46	1530.25	2090.62	1878.29	1982.62	1650
acuI.t01	473.214	404.773	585.626	619.561	615.065	538.309	646.286	546.294	581.831	975
ada.t01	625.729	472.706	803.621	716.902	792.969	836.441	708.802	639.6	772.153	1065
add.t01	671.516	614.135	1007.82	1142.6	984.013	945.893	530.109	592.086	717.563	1002
ade.t01	1813.15	1692.35	1650.9	1197.1	1272.29	1565.33	2309.88	3800.25	2294.18	1767
adhE.t01	34095.7	31491.7	28596.8	19016.4	20284.3	16778.9	6836.7	2895.32	7422.98	2676
adhP.t01	539.297	421.017	582.498	983.043	1018.63	853.105	642.137	740.44	732.536	1011
adiA.t01	2105.89	2088.53	1796.85	1794.78	1709.68	2027.02	2323.54	3712.67	2534.78	2268
adiC.t01	933.181	900.833	969.196	731.058	808.167	938.05	790.761	1698.9	1166.91	1338
adiY.t01	784.395	820.765	783.366	2024.38	2232.84	2430.43	801.99	1106.12	607.45	762
adk.t01	2075.35	2067.59	1888.44	1803.34	1577.21	1606.05	1009.71	895.054	1073.95	645
aegA.t01	1008	951.301	840.538	950.653	916.055	1055.51	1101.85	1186.6	983.971	1980
aer.t01	1243.57	1243.2	983.369	1017.1	1062.61	1217.59	1396.23	2151.73	1549.11	1521
aes.t01	737.39	645.062	765.899	551.502	676.988	780.18	678.522	796.826	646.866	960
afuC.t01	576.02	525.973	474.936	454.336	425.577	512.862	559.714	812.91	549.935	1047
agaB.t01	344.889	433.176	370.882	223.494	240.089	279.52	414.961	679.434	267.804	477
agaC.t01	554.525	465.809	582.341	357.639	383.804	388.871	618.393	961.102	620.743	804
agaD.t01	559.263	432.727	510.283	427.168	384.468	504.617	705.341	943.446	591.594	792
agaI.t01	581.828	522.56	468.876	406.851	361.633	473.089	655.246	1018.57	676.484	756
agaR.t01	733.67	666.308	725.604	782.025	763.772	816.083	1036.05	1325.95	999.386	810
agaS.t01	802.455	692.526	723.069	603.677	641.54	516.86	844.871	1295.96	884.722	1155
agaV.t01	318.441	345.948	216.983	229.039	282.396	337.761	418.188	548.949	299.049	474
agp.t01	1979.88	1958.31	2215.27	4193.18	3967.52	3547.97	2397.32	1121.58	1609.72	1242
agrA.r01	79.6165	53.9035	80.2715	26.7834	30.8442	68.2657	52.3173	159.225	57.011	84
agrB.r01	69.2332	52.4391	77.5354	32.9123	61.3329	21.4181	52.3173	146.083	90.5722	84
ahpC.t01	28580.8	25156.8	20357.3	20627.9	21165.2	17463.1	20130.9	9715.35	16286.8	564
ahpF.t01	4058.4	3734.63	3696.98	4544.34	4053.23	3689.61	3716.35	2175.96	2934.65	1566
ahr.t01	654.288	542.808	660.702	658.706	729.981	662.954	851.87	1188.07	860.347	1020
aidB.t01	1095.16	951.4	971.594	1246.03	1108.49	1467	1297.27	2270.53	1495.83	1626
ais.t01	251.29	155.472	327.822	219.289	231.346	238.098	352.29	365.354	235.089	603
alaA.t01	1133.25	1222.08	1283.8	1248.49	1053.01	999.848	867.423	834.178	797.453	1218
alaC.t01	822.572	720.876	982.064	715.928	669.79	504.09	758.254	772.462	736.302	1239
alaE.t01	275.521	255.264	337.929	399.016	349.047	325.272	231.949	291.931	261.388	450
alaS.t01	6614.1	6236.31	7743.61	4304.63	4425.89	3553.61	3783.64	3055.04	3616.63	2631
alaT.r01	741.819	731.046	650.549	645.598	565.625	509.542	627.125	511.882	412.117	76
alaU.r01	0	0	0	0	0	0	0	0	0	76
alaV.r01	0	0	0	0	0	0	0	0	0	76
alaW.r01	634.801	898.548	895.166	692.363	668.31	661.729	800.812	1023.92	839.815	76
alaX.r01	0	0	0	0	0	0	0	0	0	76
aldA.t01	2690.18	2589.24	3486.08	8458.65	8325.42	8002.27	9742.59	4253.98	6264.16	1440
aldB.t01	1768.71	1580.83	1382.66	1366.76	1367.88	1810.53	2333.11	3685.3	2186.1	1539
alkA.t01	374.917	343.62	360.779	377.29	410.412	353.878	416.422	549.848	394.06	849
alkB.t01	307.887	290.191	362.549	365.932	374.688	350.773	347.432	396.511	323.969	651
allA.t01	300.334	316.176	402.016	477.157	565.622	437.029	357.71	462.161	352.514	483
allB.t01	893.792	959.383	833.179	807.646	813.322	1004.27	871.049	1295.81	819.874	1362
allC.t01	1147.29	1163.69	931.168	724.006	918.865	959.86	748.949	1063.16	950.637	1236
allD.t01	678.585	710.47	601.56	599.487	495.095	696.023	703.406	904.776	713.351	1050
allE.t01	585.585	642.253	580.192	440.703	380.922	597.11	479.11	709.535	381.528	786
allR.t01	740.891	620.93	654.004	750.882	681.164	703.183	540.193	584.762	628.263	816
allS.t01	665.973	697.966	647.624	668.437	634.046	820.222	659.276	855.226	570.048	927
alpA.t01	85.1174	71.0845	55.2773	52.6838	32.2239	60.0117	65.5661	79.1299	76.3901	213
alr.t01	965.06	794.57	947.124	724.03	747.885	827.227	969.974	1075.04	985.442	1080
alsA.t01	1433.72	1162.08	1064.74	832.626	853.787	1033.2	1331.9	2378.53	1288.03	1533
alsB.t01	870.088	787.788	804.386	572.726	481.855	633.133	836.829	1437.59	965.147	936
alsC.t01	781.494	620.78	680.229	434.539	591.739	798.715	672.377	1283.83	797.445	981
alsE.t01	524.936	507.406	561.464	348.754	364.749	448.762	522.857	949.045	769.164	696
alsK.t01	568.552	580.262	571.588	527.571	569.155	547.67	659.355	1036.9	596.726	930
alsR.t01	917.186	807.822	757.922	626.484	526.69	793.332	904.882	1488.19	976.652	891
alx.t01	763.827	742.749	758.606	463.922	488.804	576.854	794.553	1360.77	907.076	966
amiA.t01	967.118	948.561	1032.29	851.339	795.545	805.528	726.84	718.494	580.387	870
amiB.t01	1289.59	1132.57	1267.89	1254.6	1377.07	1363.46	1467.6	1966.98	1566.29	1338
amiC.t01	1000.99	910.185	882.233	838.812	930.971	1053.82	1081.65	1504.96	1190.72	1254
amiD.t01	436.266	443.771	509.695	792.939	770.762	435.565	578.221	424.122	572.316	831
amn.t01	2123.91	1942.88	2320.03	2698.36	2326.18	2011.35	1650.09	1340.26	1554.19	1455
ampC.t01	1441.25	1265.02	1391.85	1051.79	1333.58	1331.55	1158.05	1630.98	1063.1	1134
ampD.t01	490.391	619.532	730.5	778.392	687.963	688.653	785.264	541.886	458.618	552
ampE.t01	422.578	329.861	484.387	363.013	487.392	402.381	405.538	639.128	472.785	855
ampG.t01	1494.18	1486.45	1675.95	1307.17	1057.94	1240.71	1021.23	1386.69	1327.59	1476
ampH.t01	869.982	903.319	1282.57	803.454	643.31	873.622	981.525	1212.51	819.744	1158
amtB.t01	710.725	634.258	721.046	949.249	858.327	991.63	774.477	976.08	793.266	1287
amyA.t01	1030.2	860.049	901.355	3161.06	3142.73	2468	1483.72	1035.35	1358.5	1488
anmK.t01	736.019	589.934	815.657	638.942	771.469	729.619	780.207	537.695	533.242	1110
ansA.t01	1862.89	1925.06	2213.26	1451.52	1607.15	1333.67	947.218	594.627	977.789	1017
ansB.t01	772.847	854.411	695.744	452.862	555.013	631.255	1045.9	1509.81	1150.38	1047
ansP.t01	752.718	625.875	780.806	656.954	663.01	927.176	786.668	1018.84	862.858	1500
apaG.t01	1352.09	1508.25	1558.29	1828.51	1863.14	1538.53	1188.68	642.872	1123.03	378
apaH.t01	716.29	784.981	901.614	900.063	803.194	716.579	706.911	780.072	768.08	843
apbE.t01	644.399	658.922	692.924	646.011	546.542	665.477	586.024	718.786	594.012	1056
aphA.t01	876.035	685.952	830.068	668.753	633.104	671.708	1089.89	946.978	826.526	714
appA.t01	556.172	644.739	768.31	591.367	537.318	595.399	687.213	659.792	513.826	1299
appY.t01	396.103	461.937	518.836	347.5	423.982	490.85	411.88	601.792	302.87	750
apt.t01	936.358	804.976	886.126	624.549	600.979	450.955	467.094	563.272	527.361	552
aqpZ.t01	340.123	332.864	337.407	290.413	262.734	196.836	245.514	340.13	266.568	696
araA.t01	743.249	774.454	999.558	758.782	817.869	707.549	876.001	1272.84	1065.59	1503
araB.t01	983.763	902.952	716.798	804.41	695.326	670.422	1025.01	1380.33	989.735	1701
araC.t01	892.255	960.765	956.141	866.767	847.197	567.968	1382.34	901.81	853.68	879
araD.t01	310.196	279.608	392.017	296.341	313.632	305.215	376.191	568.622	411.599	696
araE.t01	1130.69	965.134	947.922	871.707	789.608	906.379	1080.65	1894.08	1142.64	1419
araF.t01	407.011	459.762	422.847	463.006	341.392	406.482	517.209	590.527	546.993	990
araG.t01	889.087	787.845	1021.23	920.375	859.831	873.167	814.806	860.409	722.544	1515
araH.t01	596.277	506.877	556.57	541.451	650.307	626.598	576.098	656.699	648.861	987
araJ.t01	972.154	979.762	784.418	742.318	684.934	946.877	894.075	1317.61	930.966	1185
arcA.t01	2152.71	2468.24	2638.9	4284.93	4424.91	4288.4	3792.71	2455.17	2853.43	717
arcB.t01	2338.24	2144.52	2780.03	2428.91	2480.98	2324.94	2387.97	2444.15	1947.86	2337
arcZ.r01	65.2929	88.4065	99.8534	95.0215	85.641	79.9171	110.847	62.9695	57.0992	121
arfA.t01	166.356	262.189	252.303	351.808	294.426	341.364	475.081	427.595	353.698	219
arfB.t01	186.85	178.667	315.045	313.898	314.251	266.388	311.025	204.926	199.19	423
argA.t01	956.725	972.428	855.183	693.64	797.138	938.427	1069.01	1811.75	1188	1332
argB.t01	313.986	223.73	382.379	383.031	353.786	300.593	450.34	525.456	454.707	777
argC.t01	496.047	326.279	458.88	607.529	659.449	556.27	588.271	812.22	509.703	1005
argD.t01	848.718	770.501	1043.15	854.016	880.911	885.914	1036.61	1449.84	1071.22	1221
argE.t01	944.561	820.975	1083.9	1163.08	1065.77	993.909	1015.39	1051.05	990.914	1152
argF.t01	490.042	503.402	475.566	451.079	470.027	434.084	536.917	716.174	493.073	1005
argG.t01	1104.97	1040.52	1232.32	1849.88	2013.04	1724.9	1655.57	1654.65	1292.33	1344
argH.t01	630.344	447.747	543.082	616.319	561.247	552.447	822.665	785.395	584.342	1374
argI.t01	642.142	589.192	506.759	436.39	574.303	716.28	702.259	1132.63	815.367	1005
argK.t01	733.956	673.722	689.038	450.368	425.434	533.756	799.592	1238.74	775.708	996
argO.t01	518.19	485.676	493.074	418.363	421.049	408.194	510.332	892.416	521.334	636
argP.t01	1020.64	941.936	946.809	840.979	846.43	656.774	829.675	1328.62	1034.45	894
argQ.r01	0	0	0	0	0	0	0	0	0	77
argR.t01	3532.63	3712.87	3257.61	3033.47	3206.97	2830	4447.99	2330.48	2628.95	471
argS.t01	2760.2	2904.71	3786.55	2540.21	2487.37	2145.24	1645.98	1253.59	1657.1	1734
argT.t01	455.852	413.409	635.55	1409.2	1493.56	1178.01	1364.34	684.402	845.961	783
argU.r01	311.684	413.383	488.313	403.442	509.365	446.653	338.174	156.702	275.461	77
argV.r01	1307.15	1312.98	1261.86	1139.85	989.288	943.435	742.634	555.533	750.295	77
argW.r01	258.326	393.326	490.944	280.319	256.893	302.87	99.2445	69.6248	91.7572	75
argX.r01	156.474	173.601	186.854	205.684	224.172	217.77	132.045	167.745	169.963	77
argY.r01	0	0	0	0	0	0	0	0	0	77
argZ.r01	0	0	0	0	0	0	0	0	0	77
ariR.t01	104.399	78.4064	57.8349	96.7183	81.8136	79.1142	107.415	65.5376	53.4414	267
arnA.t01	868.772	907.893	925.585	1217.8	1088.75	1088.67	1148.19	1019.68	983.77	1983
arnB.t01	558.098	446.968	711.246	824.235	767.147	603.195	704.747	669.748	503.875	1140
arnC.t01	548.521	476.3	590.725	755.005	795.051	799.548	563.925	540.71	370.784	969
arnD.t01	366.179	324.675	354.143	389.359	446.053	439.422	355.228	417.153	354.722	891
arnE.t01	127.144	122.955	189.304	206.303	133.048	114.323	120.441	122.329	118.447	336
arnF.t01	396.288	592.087	860.227	687.208	821.435	468.587	854.519	324.561	424.291	387
arnT.t01	736.216	618.298	818.974	645.84	733.294	736.937	787.99	819.324	789.592	1653
aroA.t01	936.135	942.061	1081.01	868.026	723.655	713.994	720.599	575.141	689.502	1284
aroB.t01	1614.54	1471.1	1708.27	1683.29	1650.74	1403.86	1656.55	1794.91	1803.34	1089
aroC.t01	757.715	841.535	1052.95	1022.72	858.834	646.401	684.177	560.854	764.537	1086
aroD.t01	388.362	320.23	475.507	358.407	305.146	276.646	285.772	388.308	215.75	759
aroE.t01	509.586	418.765	675.914	702.093	715.638	430.447	528.539	413.087	534.845	819
aroF.t01	620.057	420.137	835.088	559.099	613.209	440.232	483.241	461.331	441.039	1071
aroG.t01	2234.71	2173.51	2553.2	2517.88	2628.08	1890.52	2377.56	1094.14	1911.81	1053
aroH.t01	1018.02	904.075	1108.97	986.022	1148.04	685.741	751.818	786.63	1591.22	1047
aroK.t01	932.689	814.038	940.795	887.233	904.375	752.776	756.863	883.615	817.28	522
aroL.t01	426.506	483.545	429.544	511.785	390.594	500.139	628.163	638.085	604.837	525
aroM.t01	603.224	594.789	591.243	597.659	484.012	630.629	570.624	756.336	455.575	678
aroP.t01	774.153	656.161	850.599	868.346	848.819	839.452	1051.05	1075.77	919.6	1374
arpA.t01	1031.19	842.688	792.648	831.81	911.264	964.452	1318.35	1367.24	743.718	2187
arrS.r01	38.6607	40.5696	77.7713	33.2405	26.7206	15.3498	64.4024	54.6262	19.376	69
arsB.t01	1550.36	1384.02	1165.93	984.297	1007.23	1146.75	1385.81	2693.21	1514.33	1290
arsC.t01	467.446	496.571	413.696	392.92	414.079	441.43	506.557	1022.36	549.416	426
arsR.t01	434.751	342.763	238.332	219.229	223.609	251.956	395.05	731.976	392.752	354
artI.t01	650.195	584.808	771.652	1484.14	1607.55	949.36	753.843	482.807	723.256	732
artJ.t01	581.188	589.248	603.255	611.719	677.692	508.242	435.88	466.717	376.807	732
artM.t01	371.389	328.635	466.237	416.434	407.824	300.774	346.114	324.143	365.879	669
artP.t01	1007.04	973.23	1220.91	1913.77	1924.12	1434.75	973.492	479.967	867.926	729
artQ.t01	395.507	398.914	461.835	601.817	636.31	364.592	453.156	421.425	510.791	717
ascB.t01	796.116	855.752	847.252	734.747	725.959	814.663	861.628	1334.93	911.088	1425
ascF.t01	770.512	796.282	783.744	710.358	666.363	769.215	849.773	1326.46	850.555	1458
ascG.t01	854.753	755.527	1116.7	725.508	886.933	780.241	820.833	1074.31	910.924	1011
asd.t01	1385.98	1198.59	1046.42	1328.31	1225.25	1365.33	1577.89	2030.82	1820.71	1104
aslA.t01	768.637	571.918	786.511	802.105	802.196	750.423	1101.91	1725.39	883.746	1656
aslB.t01	733.921	452.399	474.157	511.404	583.34	488.444	914.656	1222.65	702.772	1236
asmA.t01	1297.12	1110.31	1489.23	1287.02	1278.37	1218.5	1387.83	1339.21	1035.93	1854
asnA.t01	622.39	429.419	462.176	577.111	586.812	445.966	925.717	1164.42	965.81	993
asnB.t01	1039.54	987.213	1140.47	863.131	993.422	888.184	850.783	932.01	880.327	1665
asnC.t01	463.521	468.423	537.801	495.936	510.027	434.096	406.099	546.306	333.15	459
asnS.t01	2604.8	2385.2	3349.43	1965.52	1852.99	1268.54	1091.81	834.981	1220.12	1401
asnT.r01	0	0	0	0	0	0	0	0	0	76
asnU.r01	0	0	0	0	0	0	0	0	0	76
asnV.r01	133.483	111.851	95.3055	83.1964	128.042	107.056	123.837	258.324	100.657	76
asnW.r01	0	0	0	0	0	0	0	0	0	76
aspA.t01	8182.58	7008.38	8402.93	6168.49	6325.62	5710.91	10822.2	5091.79	5207.98	1437
aspC.t01	4290.11	4229.11	4237.74	4407.7	4594.69	3380.67	2776.04	1321.18	3117.84	1191
aspS.t01	5304.44	4781.46	5350.08	3939.62	3976.01	2853.29	2021.5	1324.17	2296.32	1773
aspT.r01	1011.89	956.294	892.053	771.324	888.364	727.714	1365.35	990.258	1131.74	77
aspU.r01	0	0	0	0	0	0	0	0	0	77
aspV.r01	0	0	0	0	0	0	0	0	0	77
asr.t01	202.452	177.147	161.113	225.049	200.039	244.365	169.998	183.467	144.403	309
astA.t01	427.91	358.248	399.025	1804.73	1787.38	1424.53	1328.87	648.648	1076.11	1035
astB.t01	490.889	437.785	607.923	1284.98	1538.58	959.846	752.202	594.131	848.172	1344
astC.t01	446.884	403.677	450.76	3996.46	4111.68	3475.98	2654.92	1091.51	2794.22	1221
astD.t01	479.811	475.882	385.813	1118.47	973.098	802.566	766.83	562.702	795.757	1479
astE.t01	351.856	273.374	387.07	1049.49	1154.79	850.217	567.289	356.864	494.085	969
atoA.t01	271.428	308.222	232.988	243.749	308.858	266.486	237.147	374.844	290.89	651
atoB.t01	492.738	554.258	469.457	651.773	374.837	603.197	572.603	709.609	722.152	1185
atoC.t01	1022.81	862.319	1232.42	868.244	1033.78	1010.91	1069.72	928.894	959.964	1386
atoD.t01	320.745	265.437	263.171	253.639	298.781	378.901	324.029	400.356	244.054	663
atoE.t01	585.77	571.867	594.843	610.795	546.822	593.155	718.064	875.878	591.474	1323
atoS.t01	1118.38	1021.57	1322.25	1115.9	1076.9	912.049	1372.92	1441.9	1118.2	1827
atpA.t01	44747.5	40957.7	35028.7	28545.8	28750.6	22359.3	33192	22713.4	37256.6	1542
atpB.t01	3327.88	2845.19	3262.89	2615.67	2545.95	2040.58	2666.16	2253.39	3323.59	816
atpC.t01	517.184	443.696	355.754	511.245	566.916	450.244	879.304	565.543	562.384	420
atpD.t01	7480.55	6447.86	7203.73	7460.68	6125.56	4450.58	7325.17	4783.4	7683.95	1383
atpE.t01	5801.47	3734.54	3289.18	2624.81	3044.26	2182.27	2397.64	1966.96	6491.09	240
atpF.t01	33219.4	23069.8	16330.5	14407.5	15834.1	12087	9926.37	10207.8	21817.7	471
atpG.t01	4517.19	4715.37	4462.75	4019.41	4138.82	2889.19	6676.66	3817.92	5044.71	864
atpH.t01	64583	57221.3	43365.6	32798.8	32127.2	27316.2	39191.4	26982.3	39355.7	534
atpI.t01	716.31	774.043	979.216	976.64	930.436	623.32	952.812	856.187	1061.45	381
avtA.t01	2938.65	2611.25	2605.32	3046.47	2929.68	2809.6	3579.81	4238.67	3523.77	1254
azoR.t01	415.054	439.78	526.15	336.322	366.199	437.987	338.895	419.293	372.026	606
azuC.t01	34.6457	29.2445	45.8296	46.269	27.7259	32.3744	37.1887	28.179	52.5075	87
bacA.t01	893.81	772.668	680.805	523.499	666.156	678.025	833.039	1338.22	873.786	822
baeR.t01	1678.36	1867.21	1982.96	1247.35	1264.35	1133.36	868.909	628.732	804.446	723
baeS.t01	689.113	576.818	656.713	521.62	645.333	563.57	724.795	697.367	622.206	1404
bamA.t01	6591.7	6543.8	7463.28	6154.57	6581.87	5797.08	4404.61	2938.21	4083.3	2433
bamB.t01	2791.46	2563.25	3604.49	3449.94	3321.36	2533.15	2687.04	1184.29	1660.04	1179
bamC.t01	809.205	777.348	813.201	671.292	628.061	454.263	763.183	675.04	570.33	1035
bamD.t01	3637.35	3587.1	3666.37	3118.78	3299.3	2369.9	2019.28	909.282	1713.12	738
bamE.t01	489.73	517.35	667.396	880.181	832.182	602.036	548.701	246.044	342.294	342
barA.t01	2874.48	2953.22	3027.1	2470.95	2592.73	2555.81	2825.04	3698.74	2546.05	2757
basR.t01	690.107	710.09	836.698	874.102	776.301	789.641	857.651	1013.23	915.721	669
basS.t01	895.896	729.345	835.152	961.695	1010.13	813.555	925.516	1315.19	1069.36	1092
bax.t01	2169.15	2008.79	1988.26	2456.12	2685.61	2646.44	3249.1	3350.48	3040.37	825
bcp.t01	2790.77	2844.21	3290.75	1804.83	1852.47	1630.83	1531.73	971.226	1653.16	471
bcr.t01	1031.82	1048.46	1395.02	1826.68	1791.99	1699.66	1329.33	1076.63	1292.89	1191
bcsA.t01	3121.35	2715.67	2126.59	1808.32	1878.15	2431.29	2740.84	5739.8	3424.71	2619
bcsB.t01	2919.17	2623.23	2367.78	1933.33	2196.64	2223.91	2445.91	4868.42	3304.64	2340
bcsC.t01	3929.34	3674	3049.09	3590.83	3631.37	4050.61	4623.72	7307.11	4706.09	3474
bcsE.t01	3208.61	2814.48	2418.62	3311.03	3655.65	3575.25	3408.28	4809.02	3120.17	1572
bcsF.t01	275.51	297.297	250.994	270.797	295.816	290.955	292.952	361.236	143.417	192
bcsG.t01	2855.87	2548.06	2046.27	2163.66	2218.31	2361.69	2382.29	4107.05	2780.65	1680
bcsZ.t01	1220.32	1199.91	832.463	842.895	829.435	962.944	1125.71	2290.33	1324.79	1107
bdcA.t01	352.089	398.29	405.995	340.193	410.315	416.477	509.152	970.119	549.911	714
bdcR.t01	616.816	573.047	542.785	511.686	678.592	662.274	592.785	979.494	801.282	594
bdm.t01	82.3915	101.086	122.256	731.862	689.794	941.959	145.183	173.513	138.466	216
bepA.t01	3444.57	3305.99	3636.43	3574.82	3640.44	2607.56	3146.93	1779.43	2404.91	1464
betA.t01	1348.71	1123.16	1190.33	980.641	1160.01	1170.32	1611.58	1884.07	1564.22	1671
betB.t01	1301.18	1303.37	1459.75	1684.29	1479.47	1399.21	2123.02	1844.03	2599.08	1473
betI.t01	562.183	419.186	485.67	624.538	591.063	515.553	1005.98	725.927	904.203	588
betT.t01	1554.61	1354.57	1471.59	1296.19	1352.26	1537.42	1834.75	2410.03	1904.11	2034
bfd.t01	140.321	158.967	248.059	149.562	178.724	71.752	301.271	240.454	198.604	195
bfr.t01	455.261	442.104	472.302	9533.75	10596.4	12539.7	4430.13	2426.99	2070.02	477
bglA.t01	5071.88	5394.82	5497.52	3939.49	4130.28	3424.26	3440.06	3279.43	3749.82	1440
bglB.t01	1065.12	907.414	849.798	651.563	695.741	739.413	1224.4	2269.33	1146.14	1413
bglF.t01	2957.83	3020.26	3303.76	2358.97	2344.12	2001.5	2707.46	4116.78	2720.06	1878
bglG.t01	573.907	477.765	509.22	358.701	346.793	484.708	804.599	1375.14	666.719	837
bglH.t01	1270.11	1179.82	1006.81	711.572	777.589	1110.73	1481.4	2676.62	1210.36	1617
bglJ.t01	626.794	532.551	703.039	337.148	416.118	402.31	571.455	776.229	738.695	678
bglX.t01	2124.65	1970.38	2449.25	1674.78	1566.99	1414.06	1426.7	1679.61	1549.57	2298
bhsA.t01	68.2921	78.5935	128.942	129.984	79.6944	87.1872	114.061	72.2217	78.2661	258
bioA.t01	588.969	617.532	693.043	401.906	429.998	499.694	469.839	554.385	390.012	1290
bioB.t01	686.513	531.961	823.043	571.924	494.441	477.828	487.773	521.219	530.875	1041
bioC.t01	236.866	272.372	260.05	169.889	258.014	164.625	285.725	191.373	196.348	756
bioD.t01	346.858	293.02	263.317	197.234	192.411	207.355	274.244	294.666	215.317	678
bioF.t01	432.55	391.699	428.25	362.788	329.751	285.254	346.205	369.147	421.655	1155
bioH.t01	694.009	532.237	593.026	458.79	503.654	438.73	751.056	1103.95	880.289	771
birA.t01	427.684	281.177	419.569	329.766	394.896	368.092	369.217	489.238	358.816	966
bisC.t01	3095.14	2989.04	2258.19	2365.23	2321.45	2650.26	2870.82	5551.68	3633.59	2334
blc.t01	482.585	421.543	449.849	1757.7	1901.28	1387.8	1001.39	871.963	888.912	534
blr.t01	109.373	121.533	80.4255	75.2855	77.2656	61.2063	84.3415	44.2371	65.0767	126
bluF.t01	472.085	488.758	570.559	445.065	603.257	518.823	449.002	314.304	386.892	1212
bluR.t01	899.862	754.392	854.61	925.643	907.175	647.905	590.52	394.071	449.728	732
bolA.t01	256.685	259.103	400.705	1025.76	1155.54	1190.38	1224.16	522.436	542.4	318
borD.t01	33692.1	37638.5	29482	5303.64	4707.23	3520.12	12355.8	8056.89	6776.35	294
brnQ.t01	945.767	1017.95	885.989	897.909	981.648	864.638	956.146	1304.1	988.871	1320
bsmA.t01	1233.44	1461.72	2366.53	3753.95	4136.58	4099.99	25597.9	4212.95	4476.48	330
bssR.t01	139.413	158.198	162.012	307.614	298.373	199.331	263.217	130.835	125.467	384
bssS.t01	1512.6	2005.44	1916.72	8608.24	7613.64	8904.96	6687.6	2496.98	3878.78	255
btuB.t01	2733.48	2450.79	3438.86	2160.88	2107.06	1552.65	2399.4	1603.28	1883.21	1845
btuC.t01	497.011	429.757	568.072	428.659	370.159	371.972	344.672	347.041	393.127	981
btuD.t01	486.546	360.123	542.367	628.574	682.853	528.109	405.982	334.634	389.481	750
